Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
ISRO-1725,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Pyrola elliptica,"Elliptic Shineleaf, Large-Leaved Shineleaf, Waxflower Shinleaf",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1726,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Pyrola minor,"Lesser Wintergreen, Snowline Wintergreen",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1727,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium angustifolium,"Lowbush Blueberry, Sweet Lowbush Blueberry",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1728,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium caespitosum,Unknown,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1729,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium macrocarpon,"American Cranberry, Cranberry, Large Cranberry",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1730,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium myrtilloides,"Sour-Top Blueberry, Velvetleaf Blueberry, Velvetleaf Huckleberry",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1731,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium oxycoccos,Small Cranberry,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1732,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium uliginosum,Bog Blueberry,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1733,Isle Royale National Park,Vascular Plant,Ericales,Ericaceae,Vaccinium vitis-idaea ssp. minus,Northern Mountain Cranberry,Approved,Present,Native,Unknown,Unknown,Not Listed
ISRO-1734,Isle Royale National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia ciliata,"Fringed Loosestrife, Fringed Yellow-Loosestrife",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1735,Isle Royale National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia terrestris,"Bog Loosestrife, Earth Loosestrife, Swamp Candles",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1736,Isle Royale National Park,Vascular Plant,Ericales,Primulaceae,Lysimachia thyrsiflora,"Swamp Loosestrife, Tufted Loosestrife, Tufted Yellow-Loosestrife, Water Loosestrife",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1737,Isle Royale National Park,Vascular Plant,Ericales,Primulaceae,Primula mistassinica,"Bird's-Eye Primrose, Mistassini Primrose",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1738,Isle Royale National Park,Vascular Plant,Ericales,Primulaceae,Trientalis borealis,"Northern Starflower, Starflower",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1739,Isle Royale National Park,Vascular Plant,Ericales,Sarraceniaceae,Sarracenia purpurea,"Frog's-Britches, Huntsman's-Horns, Pitcherplant, Purple Pitcherplant, Sidesaddle-Flower",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1740,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus japonicus var. maritimus,Beach Pea,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1741,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus latifolius,"Everlasting Peavine, Everlasting-Pea, Perennial Pea, Perennial Peavine, Perennial Sweetpea",Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1742,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus ochroleucus,"Cream Pea, Cream Peavine, Pale Vetchling Peavine",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1743,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus palustris,"Marsh Pea, Marsh Vetchling",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1744,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Lathyrus sylvestris,Flat Pea,Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1745,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Lupinus polyphyllus,"Altramuz Perenne, Bigleaf Lupine, Garden Lupine, Marsh Lupine, Washington Lupine",Approved,Present,Not Native,Uncommon,Unknown,Not Listed
ISRO-1746,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Medicago lupulina,"Black Medic, Black Medic Clover, Black Medick, Hop Clover, Hop Medic, Nonesuch, Yellow Trefoil",Approved,Present,Not Native,Uncommon,Unknown,Not Listed
ISRO-1747,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Medicago sativa,Alfalfa,Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1748,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Melilotus alba,White Sweetclover,Approved,Present,Not Native,Uncommon,Unknown,Not Listed
ISRO-1749,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Melilotus officinalis,"Cornilla Real, Field Melilot, Ribbed Melilot, Yellow Sweetclover, Yellow Sweet-Clover",Approved,Present,Not Native,Uncommon,Unknown,Not Listed
ISRO-1750,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Trifolium aureum,Golden Clover,Approved,Present,Not Native,Uncommon,Unknown,Not Listed
ISRO-1751,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Trifolium hybridum,Alsike Clover,Approved,Present,Not Native,Uncommon,Unknown,Not Listed
ISRO-1752,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Trifolium pratense,Red Clover,Approved,Present,Not Native,Common,Unknown,Not Listed
ISRO-1753,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Trifolium repens,"Dutch Clover, Ladino Clover, White Clover, White Dutch Clover",Approved,Present,Not Native,Common,Unknown,Not Listed
ISRO-1754,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Vicia americana,"American Deervetch, American Purple Vetch, American Vetch",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1755,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Vicia cracca,"Bird Vetch, Cow Vetch, Tufted Vetch",Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1756,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Vicia sativa ssp. nigra,"Common Vetch, Garden Vetch, Slimleaf Vetch, Vetch",Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1757,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Vicia sepium,"Bush Vetch, Hedge Vetch",Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1758,Isle Royale National Park,Vascular Plant,Fabales,Fabaceae,Vicia villosa,"Hairy Vetch, Winter Vetch, Woolly Vetch",Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1759,Isle Royale National Park,Vascular Plant,Fabales,Polygalaceae,Polygala paucifolia,Gaywings,Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1760,Isle Royale National Park,Vascular Plant,Fagales,Betulaceae,Alnus incana ssp. rugosa,Speckled Alder,Approved,Present,Native,Unknown,Unknown,Not Listed
ISRO-1761,Isle Royale National Park,Vascular Plant,Fagales,Betulaceae,Alnus viridis ssp. crispa,Mountain Alder,Approved,Present,Native,Unknown,Unknown,Not Listed
ISRO-1762,Isle Royale National Park,Vascular Plant,Fagales,Betulaceae,Betula alleghaniensis,Yellow Birch,Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1763,Isle Royale National Park,Vascular Plant,Fagales,Betulaceae,Betula papyrifera,Paper Birch,Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1764,Isle Royale National Park,Vascular Plant,Fagales,Betulaceae,Betula pumila,"Bog Birch, Swamp Birch",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1765,Isle Royale National Park,Vascular Plant,Fagales,Betulaceae,Corylus cornuta,"Beaked Hazel, Beaked Hazelnut, Western Hazel",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1766,Isle Royale National Park,Vascular Plant,Fagales,Betulaceae,Ostrya virginiana,"Eastern Hophornbeam, Hophornbeam",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1767,Isle Royale National Park,Vascular Plant,Fagales,Fagaceae,Quercus rubra,Northern Red Oak,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1768,Isle Royale National Park,Vascular Plant,Fagales,Myricaceae,Comptonia peregrina,Sweet Fern,Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1769,Isle Royale National Park,Vascular Plant,Fagales,Myricaceae,Myrica gale,Sweetgale,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1770,Isle Royale National Park,Vascular Plant,Gentianales,Apocynaceae,Apocynum androsaemifolium,"Bitterroot, Flytrap Dogbane, Spreading Dogbane",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1771,Isle Royale National Park,Vascular Plant,Gentianales,Apocynaceae,Asclepias incarnata,"Rose Milkweed, Swamp Milkweed",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1772,Isle Royale National Park,Vascular Plant,Gentianales,Apocynaceae,Asclepias syriaca,"Broadleaf Milkweed, Common Milkweed",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1773,Isle Royale National Park,Vascular Plant,Gentianales,Apocynaceae,Vinca minor,"Common Periwinkle, Lesser Periwinkle, Myrtle",Approved,Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1774,Isle Royale National Park,Vascular Plant,Gentianales,Gentianaceae,Gentiana rubricaulis,Closed Gentian,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1775,Isle Royale National Park,Vascular Plant,Gentianales,Gentianaceae,Halenia deflexa,"American Spurred Gentian, Spurred-Gentian",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1776,Isle Royale National Park,Vascular Plant,Gentianales,Rubiaceae,Galium asprellum,Rough Bedstraw,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1777,Isle Royale National Park,Vascular Plant,Gentianales,Rubiaceae,Galium boreale,Northern Bedstraw,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1778,Isle Royale National Park,Vascular Plant,Gentianales,Rubiaceae,Galium labradoricum,Northern Bog Bedstraw,Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1779,Isle Royale National Park,Vascular Plant,Gentianales,Rubiaceae,Galium tinctorium,"Dye Bedstraw, Stiff Marsh Bedstraw",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1780,Isle Royale National Park,Vascular Plant,Gentianales,Rubiaceae,Galium trifidum,"Small Bedstraw, Threepetal Bedstraw, Three-Petal Bedstraw",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1781,Isle Royale National Park,Vascular Plant,Gentianales,Rubiaceae,Galium triflorum,"Fragrant Bedstraw, Sweet Bedstraw, Sweetscented Bedstraw",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1782,Isle Royale National Park,Vascular Plant,Gentianales,Rubiaceae,Mitchella repens,Partridgeberry,Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1783,Isle Royale National Park,Vascular Plant,Geraniales,Geraniaceae,Erodium cicutarium,"Alfilaree, Alfilaria, California Filaree, Cutleaf Filaree, Filaree, Redstem Filaree, Redstem Stork's Bill, Stork's Bill",Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1784,Isle Royale National Park,Vascular Plant,Geraniales,Geraniaceae,Geranium bicknellii,"Bicknell's Cranesbill, Northern Crane's-Bill",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1785,Isle Royale National Park,Vascular Plant,Geraniales,Geraniaceae,Geranium carolinianum,"Carolina Crane's-Bill, Carolina Geranium",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1786,Isle Royale National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes lacustris,"IsoTe Lacustre, Lake Quillwort",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1787,Isle Royale National Park,Vascular Plant,Isoetales,Isoetaceae,Isoetes tenella,Spiny-Spore Quillwort,Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1788,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Clinopodium vulgare,Wild Basil,Approved,Present,Not Native,Common,Unknown,Not Listed
ISRO-1789,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Dracocephalum parviflorum,American Dragonhead,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1790,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Galeopsis tetrahit,"Bristlestem Hempnettle, Brittlestem Hempnettle, Brittle-Stem Hemp-Nettle",Approved,Present,Not Native,Common,Unknown,Not Listed
ISRO-1791,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Glechoma hederacea,"Creeping Charlie, Gill-Over-The-Ground, Ground Ivy, Groundivy, Haymaids",Approved,Present,Not Native,Uncommon,Unknown,Not Listed
ISRO-1792,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Leonurus cardiaca,"Common Motherwort, Motherwort",Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1793,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Lycopus americanus,"American Bugleweed, American Water Horehound, American Waterhorehound, Cut-Leaf Water-Horehound, Water Horehound, Waterhorehound",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1794,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Lycopus uniflorus,"Bugleweed, Northern Bugleweed, Northern Water-Horehound, Oneflower Bugleweed",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1795,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Mentha arvensis,Unknown,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1796,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Mentha X piperita,Peppermint,Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1797,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Monarda fistulosa,"Mintleaf Beebalm, Oswego-Tea, Wild Bergamot, Wildbergamot Beebalm, Wildbergamot Horsemint",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1798,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Nepeta cataria,"Catmint, Catnip, Catwort, Field Balm",Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1799,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Physostegia virginiana,"Obedient Plant, Obedient-Plant",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1800,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Prunella vulgaris,"Common Selfheal, Heal All, Healall, Selfheal",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1801,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Scutellaria galericulata,"Hooded Skullcap, Marsh Skullcap",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1802,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Scutellaria lateriflora,"Blue Skullcap, Mad Dog Skullcap",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1803,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Stachys palustris,Marsh Hedgenettle,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1804,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Stachys tenuifolia,"Slender Betony, Smooth Hedgenettle, Smooth Hedge-Nettle",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1805,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Thymus pannonicus,Eurasian Thyme,Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1806,Isle Royale National Park,Vascular Plant,Lamiales,Lamiaceae,Thymus pulegioides,Lemon Thyme,Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1807,Isle Royale National Park,Vascular Plant,Lamiales,Lentibulariaceae,Pinguicula vulgaris,Common Butterwort,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1808,Isle Royale National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia cornuta,Horned Bladderwort,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1809,Isle Royale National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia gibba,"Conespur Bladderpod, Humped Bladderwort",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1810,Isle Royale National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia intermedia,"Flatleaf Bladderwort, Flat-Leaf Bladderwort, Mountain Bladderwort",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1811,Isle Royale National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia macrorhiza,"Common Bladderpod, Common Bladderwort, Greater Bladderwort",Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1812,Isle Royale National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia minor,Lesser Bladderwort,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1813,Isle Royale National Park,Vascular Plant,Lamiales,Lentibulariaceae,Utricularia resupinata,"Lavender Bladderwort, Northeastern Bladderwort",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1814,Isle Royale National Park,Vascular Plant,Lamiales,Oleaceae,Fraxinus nigra,Black Ash,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1815,Isle Royale National Park,Vascular Plant,Lamiales,Oleaceae,Fraxinus pennsylvanica,Green Ash,Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1816,Isle Royale National Park,Vascular Plant,Lamiales,Oleaceae,Syringa vulgaris,Common Lilac,Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1817,Isle Royale National Park,Vascular Plant,Lamiales,Orobanchaceae,Agalinis tenuifolia,"Slenderleaf False Foxglove, Slender-Leaf False Foxglove",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1818,Isle Royale National Park,Vascular Plant,Lamiales,Orobanchaceae,Castilleja coccinea,"Indian Paintbrush, Scarlet Indian Paintbrush",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1819,Isle Royale National Park,Vascular Plant,Lamiales,Orobanchaceae,Castilleja septentrionalis,Labrador Indian Paintbrush,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1820,Isle Royale National Park,Vascular Plant,Lamiales,Orobanchaceae,Euphrasia arctica,American Eyebright,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1821,Isle Royale National Park,Vascular Plant,Lamiales,Orobanchaceae,Euphrasia hudsoniana,Hudson Bay Eyebright,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1822,Isle Royale National Park,Vascular Plant,Lamiales,Orobanchaceae,Euphrasia nemorosa,Common Eyebright,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1823,Isle Royale National Park,Vascular Plant,Lamiales,Orobanchaceae,Melampyrum lineare,Narrowleaf Cowwheat,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1824,Isle Royale National Park,Vascular Plant,Lamiales,Phrymaceae,Mimulus ringens,"Allegheny Monkeyflower, Allegheny Monkey-Flower",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1825,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Callitriche hermaphroditica,"Autumn Waterstarwort, Autumn Water-Starwort, Northern Waterstarwort, Northern Water-Starwort, Scarlet Waterstarwort",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1826,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Callitriche palustris,"Spiny Waterstarwort, Spring Waterstarwort, Vernal Waterstarwort, Vernal Water-Starwort",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1827,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Chelone glabra,White Turtlehead,Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1828,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Collinsia parviflora,"Blue-Eyed Mary, Littleflower Collinsia, Maiden Blue Eyed Mary, Smallflower Blue Eyed Mary, Small-Flower Blue-Eyed Mary",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1829,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Hippuris vulgaris,"Common Mare's Tail, Common Mare's-Tail",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1830,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Linaria vulgaris,"Butter And Eggs, Flaxweed, Greater Butter-And-Eggs, Jacob's Ladder, Ramsted, Wild Snapdragon, Yellow Toadflax",Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1831,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Littorella uniflora,American Shoreweed,Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1832,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Plantago lanceolata,"Buckhorn Plantain, English Plantain, Lanceleaf Indianwheat, Lanceleaf Plantain, Narrowleaf Plantain, Ribgrass, Ribwort",Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1833,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Plantago major,"Broadleaf Plantain, Buckhorn Plantain, Common Plantain, Great Plantain, Rippleseed Plantain",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1834,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Veronica americana,"American Speedwell, Brooklime",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1835,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Veronica arvensis,"Common Speedwell, Corn Speedwell, Rock Speedwell, Wall Speedwell",Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1836,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Veronica chamaedrys,Germander Speedwell,Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1837,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Veronica officinalis,Common Gypsyweed,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1838,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Veronica peregrina,"Neckweed, Purslane Speedwell",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1839,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Veronica serpyllifolia,"Thymeleaf Speedwell, Thyme-Leaf Speedwell",Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1840,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Veronica verna,Spring Speedwell,Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1841,Isle Royale National Park,Vascular Plant,Lamiales,Plantaginaceae,Veronicastrum virginicum,Culver's Root,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1842,Isle Royale National Park,Vascular Plant,Lamiales,Scrophulariaceae,Scrophularia lanceolata,Lanceleaf Figwort,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1843,Isle Royale National Park,Vascular Plant,Lamiales,Scrophulariaceae,Verbascum thapsus,"Big Taper, Common Mullein, Flannel Mullein, Flannel Plant, Great Mullein, Mullein, Velvet Dock, Velvet Plant, Woolly Mullein",Approved,Present,Not Native,Common,Unknown,Not Listed
ISRO-1844,Isle Royale National Park,Vascular Plant,Lamiales,Verbenaceae,Verbena bracteata,"Bigbract Verbena, Bracted Vervain, Carpet Vervain, Prostrate Verbena, Prostrate Vervain",Approved,Not Present,Not Native,Unknown,Unknown,Not Listed
ISRO-1845,Isle Royale National Park,Vascular Plant,Lamiales,Verbenaceae,Verbena hastata,"Blue Verbena, Blue Vervain, Simpler's-Joy, Swamp Verbena",Approved,Not Confirmed,Native,Unknown,Unknown,Not Listed
ISRO-1846,Isle Royale National Park,Vascular Plant,Liliales,Colchicaceae,Uvularia grandiflora,"Largeflower Bellwort, Large-Flower Bellwort",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1847,Isle Royale National Park,Vascular Plant,Liliales,Liliaceae,Clintonia borealis,Bluebead,Approved,Present,Native,Common,Unknown,Not Listed
ISRO-1848,Isle Royale National Park,Vascular Plant,Liliales,Liliaceae,Disporum trachycarpum,"Roughfruit Fairybells, Rough-Fruit Fairybells, Wartberry Fairybells",Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1849,Isle Royale National Park,Vascular Plant,Liliales,Liliaceae,Erythronium americanum,Dogtooth Violet,Approved,Present,Native,Unknown,Unknown,Not Listed
ISRO-1850,Isle Royale National Park,Vascular Plant,Liliales,Liliaceae,Lilium lancifolium,Tiger Lily,Approved,Present,Not Native,Rare,Unknown,Not Listed
ISRO-1851,Isle Royale National Park,Vascular Plant,Liliales,Liliaceae,Lilium philadelphicum,Wood Lily,Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1852,Isle Royale National Park,Vascular Plant,Liliales,Liliaceae,Streptopus amplexifolius,"Clasping Twistedstalk, Claspleaf Twistedstalk, Twisted Stalk",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1853,Isle Royale National Park,Vascular Plant,Liliales,Liliaceae,Streptopus lanceolatus var. roseus,Twistedstalk,Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1854,Isle Royale National Park,Vascular Plant,Liliales,Melanthiaceae,Trillium cernuum,"Whip-Poor-Will Flower, Whip-Poor-Will-Flower",Approved,Present,Native,Uncommon,Unknown,Not Listed
ISRO-1855,Isle Royale National Park,Vascular Plant,Liliales,Melanthiaceae,Trillium grandiflorum,"Great White Trillium, Snow Trillium, White Trillium, White Wakerobin",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1856,Isle Royale National Park,Vascular Plant,Lycopodiales,Lycopodiaceae,Huperzia appalachiana,Appalachian Clubmoss,Approved,Present,Native,Unknown,Unknown,Not Listed
ISRO-1857,Isle Royale National Park,Vascular Plant,Lycopodiales,Lycopodiaceae,Huperzia lucidula,Shining Clubmoss,Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1858,Isle Royale National Park,Vascular Plant,Lycopodiales,Lycopodiaceae,Huperzia selago,"Fir Club Moss, Fir Clubmoss",Approved,Present,Native,Unknown,Unknown,Not Listed
ISRO-1859,Isle Royale National Park,Vascular Plant,Lycopodiales,Lycopodiaceae,Huperzia selago var. selago,Fir Clubmoss,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1860,Isle Royale National Park,Vascular Plant,Lycopodiales,Lycopodiaceae,Lycopodiella inundata,Inundated Clubmoss,Approved,Present,Native,Rare,Unknown,Not Listed
ISRO-1861,Isle Royale National Park,Vascular Plant,Lycopodiales,Lycopodiaceae,Lycopodium annotinum,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1862,Isle Royale National Park,Vascular Plant,Lycopodiales,Lycopodiaceae,Lycopodium clavatum,"Common Club Moss, Running Clubmoss",Approved,Present,Native,Abundant,Unknown,Not Listed
ISRO-1863,Isle Royale National Park,Vascular Plant,Lycopodiales,Lycopodiaceae,Lycopodium complanatum,"Christmas Green, Creeping Jenny, Groundcedar",Approved,Present,Native,Uncommon,Unknown,Not Listed
