Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
YELL-4079,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica neogagates,None,In Review,Present,,,,,
YELL-4080,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica neorufibarbis,None,In Review,Present,,,,,
YELL-4081,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica obscuripes,Western Thatching Ant,In Review,Not Confirmed,,,,,
YELL-4082,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica obscuriventris,None,In Review,Not Confirmed,,,,,
YELL-4083,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica obtusopilosa,None,In Review,Not Confirmed,,,,,
YELL-4084,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica occulta,None,In Review,Present,,,,,
YELL-4085,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica opaciventris,None,In Review,Present,,,,,
YELL-4086,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica oreas,None,In Review,Present,,,,,
YELL-4087,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica planipilis,None,In Review,Present,,,,,
YELL-4088,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica puberula,None,In Review,Not Confirmed,,,,,
YELL-4089,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica querquetulana,None,In Review,Not Confirmed,,,,,
YELL-4090,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica subnuda,None,In Review,Present,,,,,
YELL-4091,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica subsericea,None,In Review,Present,,,,,
YELL-4092,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica wheeleri,None,In Review,Not Confirmed,,,,,
YELL-4093,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius alienus,Cornfield Ant,In Review,Present,,,,,
YELL-4094,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius crypticus,None,In Review,Not Confirmed,,,,,
YELL-4095,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius fallax,None,In Review,Present,,,,,
YELL-4096,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius flavus,None,In Review,Not Confirmed,,,,,
YELL-4097,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius neoniger,None,In Review,Not Confirmed,,,,,
YELL-4098,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius subumbratus,None,In Review,Not Confirmed,,,,,
YELL-4099,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Lasius umbratus,None,In Review,Not Confirmed,,,,,
YELL-4100,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Leptothorax ceassipilis,None,In Review,Not Confirmed,,,,,
YELL-4101,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Leptothorax muscorum,None,In Review,Present,,,,,
YELL-4102,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Leptothorax nevadensis,None,In Review,Not Confirmed,,,,,
YELL-4103,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Leptothorax rugatulus,None,In Review,Not Confirmed,,,,,
YELL-4104,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Manica hunteri,None,In Review,Present,,,,,
YELL-4105,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Manica mutica,None,In Review,Present,,,,,
YELL-4106,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Monomorium minimum,Little Black Ant,In Review,Not Confirmed,,,,,
YELL-4107,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica americana,None,In Review,Not Confirmed,,,,,
YELL-4108,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica brevinodis,None,In Review,Present,,,,,
YELL-4109,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica brevispinosa,None,In Review,Present,,,,,
YELL-4110,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica emeryana,None,In Review,Not Confirmed,,,,,
YELL-4111,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica fracticornis,None,In Review,Present,,,,,
YELL-4112,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica lobifrons,None,In Review,Not Confirmed,,,,,
YELL-4113,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Myrmica monticola,None,In Review,Not Confirmed,,,,,
YELL-4114,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Pheidole bicarinata,None,In Review,Not Confirmed,,,,,
YELL-4115,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Pheidole pilifera,None,In Review,Not Confirmed,,,,,
YELL-4116,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Pogonomyrmex owyheei,None,In Review,Not Confirmed,,,,,
YELL-4117,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Polyergus breviceps,None,In Review,Present,,,,,
YELL-4118,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Solenopsis molesta,Thief Ant,In Review,Not Confirmed,,,,,
YELL-4119,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Stenamma diecki,None,In Review,Not Confirmed,,,,,
YELL-4120,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Tapinoma sessile,Odorous House Ant,In Review,Present,,,,,
YELL-4121,Yellowstone National Park,Insect,Lepidoptera,Crambidae,Petrophila,None,In Review,Present,Unknown,Unknown,,,
YELL-4122,Yellowstone National Park,Insect,Lepidoptera,Crambidae,Petrophila confusalis,None,In Review,Present,Unknown,Unknown,,,
YELL-4123,Yellowstone National Park,Insect,Lepidoptera,Erebidae,Arctia caja,Great Tiger Moth,In Review,Present,,,,,
YELL-4124,Yellowstone National Park,Insect,Lepidoptera,Geometridae,Caripeta piniata,Northern Pine Looper,In Review,Present,,,,,
YELL-4125,Yellowstone National Park,Insect,Lepidoptera,Geometridae,Xanthorhoe munitata,Red Carpet,In Review,Present,,,,,
YELL-4126,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Amblyscirtes vialis,None,In Review,Present,Native,Unknown,Resident,,
YELL-4127,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Carterocephalus palaemon mandan,Arctic Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4128,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis afranius,Afranius Duskywing,Approved,Present,Unknown,Unknown,,,
YELL-4129,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis icelus,Dreamy Duskywing,Approved,Present,Unknown,Unknown,,,
YELL-4130,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis juvenalis,Juvenal's Duskywing,In Review,Present,Unknown,Unknown,,,
YELL-4131,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis pacuvius lilius,None,In Review,Present,Unknown,Unknown,,,
YELL-4132,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis persius,Persius Duskywing,Approved,Present,Unknown,Unknown,,,
YELL-4133,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Erynnis persius fredericki,None,In Review,Present,Unknown,Unknown,,,
YELL-4134,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia comma,Common Branded Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4135,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia comma harpalus,None,In Review,Present,Unknown,Unknown,,,
YELL-4136,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia comma manitoba,None,In Review,Present,Unknown,Unknown,,,
YELL-4137,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia juba,Juba Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4138,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia leonardus pawnee,None,In Review,Present,Unknown,Unknown,,,
YELL-4139,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia nevada,Nevada Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4140,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia pahaska pahaska,None,In Review,Present,Unknown,Unknown,,,
YELL-4141,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia uncas,None,In Review,Present,,,,,
YELL-4142,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperia uncas uncas,None,In Review,Present,Unknown,Unknown,,,
YELL-4143,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Hesperopsis libya lena,None,In Review,Present,Unknown,Unknown,,,
YELL-4144,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Oarisma qarita crarita,Garita Skipperling,Approved,Present,Unknown,Unknown,,,
YELL-4145,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Ochlodes loqan loqan,None,In Review,Present,Unknown,Unknown,,,
YELL-4146,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Ochlodes sylanoides,None,In Review,Present,Unknown,Unknown,,,
YELL-4147,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Ochlodes sylvanoides,Woodland Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4148,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Ochlodes sylvanoides napa,None,In Review,Present,Unknown,Unknown,,,
YELL-4149,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pholisora catullus,Common Sootywing,Approved,Present,Unknown,Unknown,,,
YELL-4150,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites draco,Draco Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4151,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites mystic,Long Dash Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4152,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites oriqenes,None,In Review,Present,Unknown,Unknown,,,
YELL-4153,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites oriqenes rhena,None,In Review,Present,Unknown,Unknown,,,
YELL-4154,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites peckius,Peck's Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4155,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites sabuleti sabuleti,None,In Review,Present,Unknown,Unknown,,,
YELL-4156,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites sonora utahensis,Sonora Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4157,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Polites themistocles,Tawny-Edged Skipper,In Review,Present,Unknown,Unknown,,,
YELL-4158,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus centaureae,Grizzled Skipper,Approved,Present,Unknown,Unknown,,Species of Concern,
YELL-4159,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus centaureae loki,None,In Review,Present,Unknown,Unknown,,,
YELL-4160,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus communis,Common Checkered Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4161,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrgus communis communis,None,In Review,Present,Unknown,Unknown,,,
YELL-4162,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Pyrqus ruralis,Two-Banded Checkered Skipper,Approved,Present,Unknown,Unknown,,,
YELL-4163,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Thorybes pylades,Northern Cloudywing,Approved,Present,Unknown,Unknown,,,
YELL-4164,Yellowstone National Park,Insect,Lepidoptera,Hesperiidae,Thorybes pylades pylades,None,In Review,Present,Unknown,Unknown,,,
YELL-4165,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Agriades rustica,None,In Review,Present,Unknown,Unknown,,,
YELL-4166,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys affinis affinis,None,In Review,Present,Unknown,Unknown,,,
YELL-4167,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys auqustus iroides,None,In Review,Present,Unknown,Unknown,,,
YELL-4168,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys eryphon eryphon,Western Pine Elfin,Approved,Present,Unknown,Unknown,,,
YELL-4169,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys mitoura,None,In Review,Present,Unknown,Unknown,,,
YELL-4170,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys sheridanii neoperplexa,None,In Review,Present,Unknown,Unknown,,,
YELL-4171,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys siva,None,In Review,Present,Unknown,Unknown,,,
YELL-4172,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Callophrys spinetorum,Thicket Hairstreak,Approved,Present,Unknown,Unknown,,,
YELL-4173,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Celastrina argiolus,Spring Azure,Approved,Present,Unknown,Unknown,,,
YELL-4174,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Celastrina ladon,Spring Azure,Approved,Present,Unknown,Unknown,,,
YELL-4175,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Celestrina argiolus pseudargiolus,None,In Review,Present,Unknown,Unknown,,,
YELL-4176,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Chalceria heteronea klotsi,None,In Review,Present,Unknown,Unknown,,,
YELL-4177,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Chalceria rubidus duokacris,None,In Review,Present,Unknown,Unknown,,,
YELL-4178,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Euphilotes enoptes,Dotted Blue,Approved,Present,Unknown,Unknown,,,
YELL-4179,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Euphilotes enoptes ancella,None,In Review,Present,Unknown,Unknown,,,
YELL-4180,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Gaeides editha montana,None,In Review,Present,Unknown,Unknown,,,
YELL-4181,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Gaeides xanthoides diore,None,In Review,Present,Unknown,Unknown,,,
YELL-4182,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Glaucopsyche lygdamus,Silvery Blue,Approved,Present,Unknown,Unknown,,,
YELL-4183,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Glaucopsyche lygdamus oro,None,In Review,Present,Unknown,Unknown,,,
YELL-4184,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Glaucopsyche piasus,Arrowhead Blue,Approved,Present,Unknown,Unknown,,,
YELL-4185,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Glaucopsyche piasus daunia,None,In Review,Present,Unknown,Unknown,,,
YELL-4186,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Harkenclenus titus immaculous,None,In Review,Present,Unknown,Unknown,,,
YELL-4187,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaeides argyrognomon,Northern Blue,Approved,Present,Unknown,Unknown,,,
YELL-4188,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena argyrognomun longinus,None,In Review,Present,Unknown,Unknown,,,
YELL-4189,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena cupreus,Lustrous Copper,Approved,Present,Unknown,Unknown,,,
YELL-4190,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena dorcus florus,None,In Review,Present,Unknown,Unknown,,,
YELL-4191,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena helloides,Purplish Copper,Approved,Present,Unknown,Unknown,,,
YELL-4192,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena mariposa penroseae,Mariposa Copper,Approved,Present,Unknown,Unknown,,,
YELL-4193,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena nivalis,Lilac-Bordered Copper,Approved,Present,Unknown,Unknown,,,
YELL-4194,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena nivalis browni,None,In Review,Present,Unknown,Unknown,,,
YELL-4195,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena philoeas,None,In Review,Present,Unknown,Unknown,,,
YELL-4196,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena phlaeas arctodon,American Copper,Approved,Present,Unknown,Unknown,,,
YELL-4197,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Lycaena rubidus,Ruddy Copper,Approved,Present,Unknown,Unknown,,,
YELL-4198,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus acmon lutzi,Acmon Blue,Approved,Present,Unknown,Unknown,,,
YELL-4199,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus icariodes lycea,None,In Review,Present,Unknown,Unknown,,,
YELL-4200,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus icariodes montis,None,In Review,Present,Unknown,Unknown,,,
YELL-4201,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus icarioides,Boisduval's Blue,Approved,Present,Unknown,Unknown,,,
YELL-4202,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus lupini,Lupine Blue,In Review,Present,Unknown,Unknown,,,
YELL-4203,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus qlandon rustica,None,In Review,Present,Unknown,Unknown,,,
YELL-4204,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus saepiolas hilda,None,Approved,Present,Unknown,Unknown,,,
YELL-4205,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus saepiolas saepiolus,None,Approved,Present,Unknown,Unknown,,,
YELL-4206,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus shasta,None,Approved,Present,Unknown,Unknown,,,
YELL-4207,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Plebejus shasta minnehaha,None,In Review,Present,Unknown,Unknown,,,
YELL-4208,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Satyrium acadica montanensis,None,In Review,Present,Unknown,Unknown,,,
YELL-4209,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Satyrium fuliqinosum semiluna,None,In Review,Present,Unknown,Unknown,,,
YELL-4210,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Satyrium saepium okanagana,None,Approved,Present,Unknown,Unknown,,,
YELL-4211,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Satyrium sylvinus,None,Approved,Present,Unknown,Unknown,,,
YELL-4212,Yellowstone National Park,Insect,Lepidoptera,Lycaenidae,Strymon melinus setonia,None,Approved,Present,Unknown,Unknown,,,
YELL-4213,Yellowstone National Park,Insect,Lepidoptera,Noctuidae,Alypia octomaculata,Eight-Spotted Forester,In Review,Present,,,,,
YELL-4214,Yellowstone National Park,Insect,Lepidoptera,Noctuidae,Euxoa divergens,Divergent Dart,In Review,Present,,,,,
YELL-4215,Yellowstone National Park,Insect,Lepidoptera,Noctuidae,Paradiarsia littoralis pectinata,None,In Review,Present,,,,,
YELL-4216,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Aglais milberti,Milbert's Tortoiseshell,Approved,Present,Unknown,Unknown,,,
YELL-4217,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Boloria epithore,None,Approved,Present,Unknown,Unknown,,,
YELL-4218,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Boloria eunomia,Bog Fritillary,In Review,Present,,,,,
YELL-4219,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Boloria freija,Freija Fritillary,Approved,Present,Unknown,Unknown,,,
YELL-4220,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Boloria freija browni,None,In Review,Present,Unknown,Unknown,,,
YELL-4221,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Boloria frigga,Frigga Fritillary,Approved,Present,Unknown,Unknown,,,
YELL-4222,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Boloria kriemhild,None,Approved,Present,Unknown,Unknown,,,
YELL-4223,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Boloria selene atrocostalis,Monarch,Approved,Present,Unknown,Unknown,,,
YELL-4224,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Cercyonis oetus,Small Wood-Nymph,Approved,Present,Unknown,Unknown,,,
YELL-4225,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Cercyonis oetus charon,None,In Review,Present,Unknown,Unknown,,,
YELL-4226,Yellowstone National Park,Insect,Lepidoptera,Nymphalidae,Cercyonis pegala,Common Wood Nymph,Approved,Present,Unknown,Unknown,,,
