Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
GRSM-6232,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Papaipema cerussata,None,In Review,Present,,,,,
GRSM-6233,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Papaipema marginidens,None,In Review,Present,,,,,
GRSM-6234,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Papaipema pterisii,Bracken Borer Moth,In Review,Present,,,,,
GRSM-6235,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Parallelia bistriaris,None,In Review,Present,,,,,
GRSM-6236,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Peridroma saucia,Variegated Cutworm,In Review,,,,,,
GRSM-6237,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Perigea xanthiodes,None,In Review,Present,,,,,
GRSM-6238,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Phlogophora periculosa,None,In Review,,,,,,
GRSM-6239,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Phoberia atomaris,None,In Review,Present,,,,,
GRSM-6240,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Phosphila turbulenta,None,In Review,Present,,,,,
GRSM-6241,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Platysenta sutor,None,In Review,,,,,,
GRSM-6242,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Polia imbrifera,None,In Review,,,,,,
GRSM-6243,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Polygrammate hebraeicum,Hebrew Moth,In Review,Present,,,,,
GRSM-6244,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Psaphida styracis,None,In Review,Present,,,,,
GRSM-6245,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Psaphida thaxteriana,None,In Review,Present,,,,,
GRSM-6246,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Pseudaletia unipuncta,Armyworm,In Review,Present,,,,,
GRSM-6247,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Pseudoplusia includens,Soybean Looper Moth,In Review,Present,,,,,
GRSM-6248,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Pseudorthodes vecors,None,In Review,Present,,,,,
GRSM-6249,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Psychomorpha epimenis,None,In Review,Present,,,,,
GRSM-6250,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Ptichodis bistrigata,None,In Review,Present,,,,,
GRSM-6251,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Pyreferra hesperidago,Mustard Sallow,In Review,Present,,,,,
GRSM-6252,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Renia discoloralis,None,In Review,,,,,,
GRSM-6253,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Renia factiosalis,None,In Review,,,,,,
GRSM-6254,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Renia nemoralis,None,In Review,Present,,,,,
GRSM-6255,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Schinia florida,None,In Review,Present,,,,,
GRSM-6256,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Scolecocampa liburna,Dead-Wood Borer Moth,In Review,,,,,,
GRSM-6257,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Sericaglaea signata,Variable Sallow,In Review,Present,,,,,
GRSM-6258,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Spodoptera ornithogalli,Yellowstriped Armyworm,In Review,Present,,,,,
GRSM-6259,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Spragueia dama,None,In Review,Present,,,,,
GRSM-6260,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Spragueia leo,None,In Review,Present,,,,,
GRSM-6261,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Sunira bicolorago,Bicolored Sallow,In Review,Present,,,,,
GRSM-6262,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Syngrapha rectangula,Salt And Pepper Looper Moth,In Review,Present,,,,,
GRSM-6263,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Tetanolita mynesalis,None,In Review,,,,,,
GRSM-6264,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Thioptera nigrofimbria,Black-Bordered Lemon Moth,In Review,Present,,,,,
GRSM-6265,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Thysania zenobia,None,In Review,Present,,,,,
GRSM-6266,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Tricholita signata,None,In Review,Present,,,,,
GRSM-6267,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Xestia badinodis,None,In Review,Present,,,,,
GRSM-6268,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Xestia bicarnea,None,In Review,Present,,,,,
GRSM-6269,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Xestia dolosa,None,In Review,Present,,,,,
GRSM-6270,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Xylotype capax,None,In Review,Present,,,,,
GRSM-6271,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Xystopeplus rufago,None,In Review,Present,,,,,
GRSM-6272,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zale aeruginosa,None,In Review,,,,,,
GRSM-6273,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zale calycanthata,None,In Review,Present,,,,,
GRSM-6274,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zale lunata,None,In Review,Present,,,,,
GRSM-6275,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zale lunifera,None,In Review,,,,,,
GRSM-6276,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zale minerea,None,In Review,,,,,,
GRSM-6277,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zale squamularis,None,In Review,Present,,,,,
GRSM-6278,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zanclognatha cruralis,None,In Review,,,,,,
GRSM-6279,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zanclognatha gypsalis,None,In Review,,,,,,
GRSM-6280,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zanclognatha gypsalis complex,None,In Review,,,,,,
GRSM-6281,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zanclognatha laevigata,Variable Zanclognatha,In Review,Present,,,,,
GRSM-6282,Great Smoky Mountains National Park,Insect,Lepidoptera,Noctuidae,Zanclognatha pedipilalis,None,In Review,Present,,,,,
GRSM-6283,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Datana major,"Azalea Caterpillar, Major Datana",In Review,Present,,,,,
GRSM-6284,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Heterocampa biundata,Wavy-Lined Heterocampa,In Review,Present,,,,,
GRSM-6285,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Heterocampa guttivitta,"Maple Prominent, Saddled Prominent",In Review,Present,,,,,
GRSM-6286,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Heterocampa umbrata,None,In Review,Present,,,,,
GRSM-6287,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Lochmaeus bilineata,None,In Review,Present,,,,,
GRSM-6288,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Macrurocampa marthesia,None,In Review,Present,,,,,
GRSM-6289,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Misogada unicolor,Drab Pronminent,In Review,Present,,,,,
GRSM-6290,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Nadata gibbosa,"White-Dotted Prominent, Yellowlined Caterpillar",In Review,Present,,,,,
GRSM-6291,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Oligocentria lignicolor,None,In Review,Present,,,,,
GRSM-6292,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Oligocentria semirufescens,Red-Washed Prominent,In Review,Present,,,,,
GRSM-6293,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Peridea basitriens,Oval-Based Prominent,In Review,Present,,,,,
GRSM-6294,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Pheosia rimosa?,None,In Review,,,,,,
GRSM-6295,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Schizura ipomoeae,"Morning-Glory Prominent, Oak-Maple Humped Caterpillar",In Review,Present,,,,,
GRSM-6296,Great Smoky Mountains National Park,Insect,Lepidoptera,Notodontidae,Symmerista albifrons,White-Headed Prominent,In Review,Present,,,,,
GRSM-6297,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Agraulis vanillae,Gulf Fritillary,In Review,Present,,,,,
GRSM-6298,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Anaea andria,Goatweed Butterfly,In Review,Present,,,,,
GRSM-6299,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Asterocampa celtis,Hackberry Butterfly,In Review,Present,,,,,
GRSM-6300,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Boloria bellona,"Meadow Fritillary, Meadow Fritillary",In Review,Present,,,,,
GRSM-6301,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Cercyonis pegala,Large Wood Nymph,In Review,Present,,,,,
GRSM-6302,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Chlosyne nycteis,None,In Review,Present,,,,,
GRSM-6303,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Cyllopsis gemma,Gemmed Satyr,In Review,Present,,,,,
GRSM-6304,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Danaus plexippus,Monarch,In Review,Present,,,,,
GRSM-6305,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Euphydryas phaeton,Baltimore,In Review,Present,,,,,
GRSM-6306,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Euptoieta claudia,Variegated Fritillary,In Review,Present,,,,,
GRSM-6307,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Euptychia hermes,None,In Review,,,,,,
GRSM-6308,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Hermeuptychia sosybius,Carolina Satyr,In Review,Present,,,,,
GRSM-6309,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Junonia coenia,Buckeye,In Review,Present,,,,,
GRSM-6310,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Libytheana carinenta,Snout Butterfly,In Review,Present,,,,,
GRSM-6311,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Limenitis archippus,Viceroy,In Review,Present,,,,,
GRSM-6312,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Limenitis arthemis,Red Spotted Purple,In Review,Present,,,,,
GRSM-6313,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Limenitis arthemis astyanax,Red-Spotted Purple,In Review,Present,,,,,
GRSM-6314,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Megisto cymela,Little Wood Satyr,In Review,Present,,,,,
GRSM-6315,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Nymphalis antiopa,Mourning Cloak,In Review,Present,,,,,
GRSM-6316,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Phyciodes batesii,Tawny Crescentspot,In Review,Present,,,,Species of Concern,
GRSM-6317,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Phyciodes tharos,Southern Pearly Crescentspot,In Review,Present,,,,,
GRSM-6318,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Polygonia comma,Comma,In Review,Present,,,,,
GRSM-6319,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Polygonia faunus,Faunus Anglewing,In Review,Present,,,,,
GRSM-6320,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Polygonia interrogationis,Question Mark,In Review,Present,,,,,
GRSM-6321,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Polygonia progne,Gray Comma,In Review,Present,,,,,
GRSM-6322,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Speyeria aphrodite,Aphrodite,In Review,Present,,,,,
GRSM-6323,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Speyeria atlantis,Atlantis Fritillary,In Review,Present,,,,,
GRSM-6324,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Speyeria cybele,Great Spangled Fritillary,In Review,Present,,,,,
GRSM-6325,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Speyeria diana,Diana,In Review,Present,,,,Species of Concern,
GRSM-6326,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Vanessa atalanta,"Red Admiral, Red Admiral",In Review,Present,,,,,
GRSM-6327,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Vanessa cardui,Painted Lady,In Review,Present,,,,,
GRSM-6328,Great Smoky Mountains National Park,Insect,Lepidoptera,Nymphalidae,Vanessa virginiensis,American Painted Lady,In Review,Present,,,,,
GRSM-6329,Great Smoky Mountains National Park,Insect,Lepidoptera,Papilionidae,Battus philenor,Pipevine Swallowtail,In Review,Present,,,,,
GRSM-6330,Great Smoky Mountains National Park,Insect,Lepidoptera,Papilionidae,Eurytides marcellus,Zebra Swallowtail,In Review,Present,,,,Under Review,
GRSM-6331,Great Smoky Mountains National Park,Insect,Lepidoptera,Papilionidae,Papilio cresphontes,Giant Swallowtail,In Review,Present,,,,,
GRSM-6332,Great Smoky Mountains National Park,Insect,Lepidoptera,Papilionidae,Papilio glaucus,"Eastern Tiger Swallowtail, Tiger Swallowtail",In Review,Present,,,,,
GRSM-6333,Great Smoky Mountains National Park,Insect,Lepidoptera,Papilionidae,Papilio polyxenes,Black Swallowtail,In Review,Present,,,,,
GRSM-6334,Great Smoky Mountains National Park,Insect,Lepidoptera,Papilionidae,Papilio polyxenes asterius,Black Swallowtail,In Review,Present,,,,,
GRSM-6335,Great Smoky Mountains National Park,Insect,Lepidoptera,Papilionidae,Papilio troilus,Spicebush Swallowtail,In Review,Present,,,,,
GRSM-6336,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Anthocharis midea,Falcate Orange-Tip,In Review,Present,,,,,
GRSM-6337,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Colias eurytheme,Orange Sulphur,In Review,Present,,,,,
GRSM-6338,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Colias philodice,Common Sulphur,In Review,Present,,,,,
GRSM-6339,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Euchloe olympia,None,In Review,,,,,,
GRSM-6340,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Eurema daira,Fairy Yellow,In Review,Present,,,,,
GRSM-6341,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Eurema lisa,Little Yellow,In Review,Present,,,,,
GRSM-6342,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Eurema nicippe,Sleepy Orange,In Review,Present,,,,,
GRSM-6343,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Phoebis sennae,Cloudless Giant Sulphur,In Review,Present,,,,,
GRSM-6344,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Phoebis sennae eubule,None,In Review,Present,,,,,
GRSM-6345,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Pieris napi,"Mustard White, Mustard White",In Review,Present,,,,,
GRSM-6346,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Pieris rapae,"Cabbage Butterfly, Cabbage White, Imported Cabbageworm",In Review,Present,,,,,
GRSM-6347,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Pieris virginiensis,West Virginia White,In Review,Present,,,,,
GRSM-6348,Great Smoky Mountains National Park,Insect,Lepidoptera,Pieridae,Pontia prodice,None,In Review,Present,,,,,
GRSM-6349,Great Smoky Mountains National Park,Insect,Lepidoptera,Prodoxidae,Tegeticula yuccasella,Yucca Moth,In Review,Present,,,,,
GRSM-6350,Great Smoky Mountains National Park,Insect,Lepidoptera,Psychidae,Thyridopteryx ephemeraeformis,None,In Review,Present,,,,,
GRSM-6351,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Aglossa caprealis,None,In Review,Present,,,,,
GRSM-6352,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Agriphila ruricolella,None,In Review,Present,,,,,
GRSM-6353,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Conchylodes ovulalis,None,In Review,Present,,,,,
GRSM-6354,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Desmia funeralis,"Grape Leaffolder, Pyralid Moth",In Review,Present,,,,,
GRSM-6355,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Galleria mellonella,Honeycomb Moth,In Review,Present,,,,,
GRSM-6356,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Herculia olinalis,None,In Review,Present,,,,,
GRSM-6357,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Herpetogramma thestealis,None,In Review,Present,,,,,
GRSM-6358,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Hypsopygia costalis,Clover Hayworm Moth,In Review,Present,,,,,
GRSM-6359,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Pantographa limata,None,In Review,Present,,,,,
GRSM-6360,Great Smoky Mountains National Park,Insect,Lepidoptera,Pyralidae,Scoparia biplagialis,None,In Review,Present,,,,,
GRSM-6361,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Actias luna,Luna Moth,In Review,Present,,,,,
GRSM-6362,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Anisota stigma,Silkworm Moth,In Review,Present,,,,,
GRSM-6363,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Antheraea polyphemus,Polyphemus Moth,In Review,Present,,,,,
GRSM-6364,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Automeris io,Io Moth,In Review,Present,,,,,
GRSM-6365,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Callosamia angulifera,None,In Review,Present,,,,,
GRSM-6366,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Callosamia promethea,None,In Review,Present,,,,,
GRSM-6367,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Citheronia regalis,Regal Moth,In Review,Present,,,,,
GRSM-6368,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Citheronia sepulcralis,None,In Review,Present,,,,,
GRSM-6369,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Dryocampa rubicunda,Rosy Maple Moth,In Review,Present,,,,,
GRSM-6370,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Eacles imperialis,The Imperial Moth,In Review,Present,,,,,
GRSM-6371,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Hemileuca maia,A Buckmoth,In Review,Present,,,,,
GRSM-6372,Great Smoky Mountains National Park,Insect,Lepidoptera,Saturniidae,Hyalophora cecropia,Cecropia Moth,In Review,Present,,,,,
GRSM-6373,Great Smoky Mountains National Park,Insect,Lepidoptera,Sesiidae,Synanthedon exitiosa,None,In Review,Present,,,,,
GRSM-6374,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Agrius cingulatus,"Pink Spotted Hawkmoth, Sweet-Potato Hornworm",In Review,Present,,,,,
GRSM-6375,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Amphion floridensis,None,In Review,,,,,,
GRSM-6376,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Ceratomia amyntor,None,In Review,Present,,,,,
GRSM-6377,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Ceratomia catalpae,None,In Review,Present,,,,,
GRSM-6378,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Ceratomia undulosa,Waved Sphinx,In Review,Present,,,,,
GRSM-6379,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Darapsa myron,Virginia Creeper Sphinx,In Review,Present,,,,,
GRSM-6380,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Darapsa pholus,None,In Review,Present,,,,,
GRSM-6381,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Darapsa versicolor,None,In Review,Present,,,,,
GRSM-6382,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Deidamia inscripta,None,In Review,Present,,,,,
GRSM-6383,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Dolba hyloeus,None,In Review,Present,,,,,
GRSM-6384,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Eumorpha pandorus,None,In Review,Present,,,,,
GRSM-6385,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Hemaris thysbe,"Common Clear-Wing, Hummingbird Clearwing, Hummingbird Moth",In Review,Present,,,,,
GRSM-6386,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Hyles lineata,None,In Review,Present,,,,,
GRSM-6387,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Laothoe juglandis,None,In Review,Present,,,,,
GRSM-6388,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Lapara coniferarum,None,In Review,Present,,,,,
GRSM-6389,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Manduca rustica,None,In Review,Present,,,,,
GRSM-6390,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Manduca sexta,None,In Review,Present,,,,,
GRSM-6391,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Paonias astylus,None,In Review,Present,,,,,
GRSM-6392,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Paonias excaecatus,Blindeyed Sphinx,In Review,Present,,,,,
GRSM-6393,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Paonias myops,None,In Review,Present,,,,,
GRSM-6394,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Paratrea plebeja,None,In Review,Present,,,,,
GRSM-6395,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Smerinthus jamaicensis,"Twin Spotted Sphinx, Twinspot Sphinx, Twin-Spotted Sphinx",In Review,Present,,,,,
GRSM-6396,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Sphecodina abbotti,None,In Review,Present,,,,,
GRSM-6397,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Sphinx canadensis,"Canadian Sphinx, Northern Ash Sphinx",In Review,Present,,,,,
GRSM-6398,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Sphinx kalmiae,Laurel Sphinx,In Review,,,,,,
GRSM-6399,Great Smoky Mountains National Park,Insect,Lepidoptera,Sphingidae,Xylophanes tersa,None,In Review,Present,,,,,
GRSM-6400,Great Smoky Mountains National Park,Insect,Lepidoptera,Thyrididae,Thyris sepulchralis,None,In Review,Present,,,,,
GRSM-6401,Great Smoky Mountains National Park,Insect,Lepidoptera,Tortricidae,Choristoneura rosaceana,Oblique-Banded Leafroller,In Review,Present,,,,,
GRSM-6402,Great Smoky Mountains National Park,Insect,Lepidoptera,Tortricidae,Epinotia aceriella,None,In Review,Present,,,,,
GRSM-6403,Great Smoky Mountains National Park,Insect,Lepidoptera,Tortricidae,Epinotia nanana,None,In Review,Present,,,,,
GRSM-6404,Great Smoky Mountains National Park,Insect,Lepidoptera,Yponomeutidae,Atteva punctella,Ailanthus Webworm Moth,In Review,Present,,,,,
GRSM-6405,Great Smoky Mountains National Park,Insect,Lepidoptera,Yponomeutidae,Yponomeuta multipunctella,None,In Review,Present,,,,,
GRSM-6406,Great Smoky Mountains National Park,Insect,Lepidoptera,Zygaenidae,Harrisina americana,None,In Review,Present,,,,,
GRSM-6407,Great Smoky Mountains National Park,Insect,Lepidoptera,Zygaenidae,Pyromorpha dimidiata,None,In Review,Present,,,,,
GRSM-6408,Great Smoky Mountains National Park,Insect,Mantodea,Mantidae,Mantidae,Mantids,In Review,,,,,,
GRSM-6409,Great Smoky Mountains National Park,Insect,Mantodea,Mantidae,Tenodera sinensis,None,In Review,,,,,,
GRSM-6410,Great Smoky Mountains National Park,Insect,Mecoptera,Panorpidae,Panorpa banksi,None,In Review,Present,,,,,
GRSM-6411,Great Smoky Mountains National Park,Insect,Mecoptera,Panorpidae,Panorpa latipennis,None,In Review,Present,,,,,
GRSM-6412,Great Smoky Mountains National Park,Insect,Mecoptera,Panorpidae,Panorpa maculosa,None,In Review,Present,,,,,
GRSM-6413,Great Smoky Mountains National Park,Insect,Megaloptera,Corydalidae,Chauliodes pectinicornis,None,In Review,,,,,,
GRSM-6414,Great Smoky Mountains National Park,Insect,Megaloptera,Corydalidae,Corydalus cornutus,"Dobsonfly, Hellgrammite",In Review,,,,,,
GRSM-6415,Great Smoky Mountains National Park,Insect,Megaloptera,Corydalidae,Nigronia,None,In Review,,,,,,
GRSM-6416,Great Smoky Mountains National Park,Insect,Megaloptera,Corydalidae,Nigronia fasciatus,None,In Review,,,,,,
GRSM-6417,Great Smoky Mountains National Park,Insect,Megaloptera,Corydalidae,Nigronia serricornis,None,In Review,,,,,,
GRSM-6418,Great Smoky Mountains National Park,Insect,Megaloptera,Sialidae,Sialis,None,In Review,,,,,,
GRSM-6419,Great Smoky Mountains National Park,Insect,Neuroptera,Chrysopidae,Chrysopa oculata,None,In Review,,,,,,
GRSM-6420,Great Smoky Mountains National Park,Insect,Neuroptera,Chrysopidae,Chrysoperla plorabunda,None,In Review,,,,,,
GRSM-6421,Great Smoky Mountains National Park,Insect,Neuroptera,Chrysopidae,Chrysoperla rufilabris,None,In Review,,,,,,
GRSM-6422,Great Smoky Mountains National Park,Insect,Neuroptera,Chrysopidae,Chrysoperla species,None,In Review,,,,,,
GRSM-6423,Great Smoky Mountains National Park,Insect,Neuroptera,Chrysopidae,Chrysopidae,"Common Lacewings, Green Lacewings",In Review,,,,,,
GRSM-6424,Great Smoky Mountains National Park,Insect,Neuroptera,Chrysopidae,Leucochrysa insularis,None,In Review,,,,,,
GRSM-6425,Great Smoky Mountains National Park,Insect,Neuroptera,Coniopterygidae,Coniopteryx tineiformis,None,In Review,,,,,,
GRSM-6426,Great Smoky Mountains National Park,Insect,Neuroptera,Coniopterygidae,Coniopteryx westwoodii,None,In Review,,,,,,
GRSM-6427,Great Smoky Mountains National Park,Insect,Neuroptera,Coniopterygidae,Conwentzia pineticola,None,In Review,,,,,,
GRSM-6428,Great Smoky Mountains National Park,Insect,Neuroptera,Coniopterygidae,Semidalis vicina,None,In Review,,,,,,
GRSM-6429,Great Smoky Mountains National Park,Insect,Neuroptera,Dilaridae,Nallachius americanus,None,In Review,,,,,,
GRSM-6430,Great Smoky Mountains National Park,Insect,Neuroptera,Hemerobiidae,Hemerobiidae,Brown Lacewings,In Review,,,,,,
GRSM-6431,Great Smoky Mountains National Park,Insect,Neuroptera,Hemerobiidae,Hemerobius humulinus,None,In Review,,,,,,
